Entity,Code,Year,Palma ratio (Pretax) (Estimated)
Seychelles,SYC,2006,5.9469433
Seychelles,SYC,2022,6.0220675
Seychelles,SYC,2023,6.1040936
Sierra Leone,SLE,1989,4.953846
Sierra Leone,SLE,2003,4.898167
Sierra Leone,SLE,2011,3.5398157
Sierra Leone,SLE,2018,4.0812
Sierra Leone,SLE,2022,4.0812
Sierra Leone,SLE,2023,4.0812
Singapore,SGP,1969,1.7820011
Singapore,SGP,1970,1.911188
Singapore,SGP,1971,1.8853211
Singapore,SGP,1972,1.9806452
Singapore,SGP,1973,1.9408352
Singapore,SGP,1974,1.9274942
Singapore,SGP,1975,2.0076878
Singapore,SGP,1976,1.9994093
Singapore,SGP,1977,1.9074074
Singapore,SGP,1978,2.0220108
Singapore,SGP,1979,2.2843692
Singapore,SGP,1980,2.0677865
Singapore,SGP,1981,2.0605152
Singapore,SGP,1982,2.1767955
Singapore,SGP,1983,2.0751202
Singapore,SGP,1984,2.0184195
Singapore,SGP,1985,2.231821
Singapore,SGP,1986,2.1474907
Singapore,SGP,1987,2.4190845
Singapore,SGP,1988,2.2202234
Singapore,SGP,1989,2.306675
Singapore,SGP,1990,2.3183544
Singapore,SGP,1991,2.1217287
Singapore,SGP,1992,2.081571
Singapore,SGP,1993,2.042617
Singapore,SGP,1994,1.8647871
Singapore,SGP,1995,1.8581275
Singapore,SGP,1996,2.156113
Singapore,SGP,1997,2.11838
Singapore,SGP,1998,2.3939395
Singapore,SGP,1999,2.8025389
Singapore,SGP,2000,3.000724
Singapore,SGP,2001,3.500389
Singapore,SGP,2002,3.4918919
Singapore,SGP,2003,3.1902654
Singapore,SGP,2004,3.071736
Singapore,SGP,2005,2.7613559
Singapore,SGP,2006,3.0786839
Singapore,SGP,2007,2.7535837
Singapore,SGP,2008,3.5084226
Singapore,SGP,2009,3.2367256
Singapore,SGP,2010,3.0156808
Singapore,SGP,2011,3.2328665
Singapore,SGP,2012,3.3149254
Singapore,SGP,2013,3.315396
Singapore,SGP,2022,3.615265
Singapore,SGP,2023,3.4375951
Sint Maarten (Dutch part),SXM,1980,11.876858
Sint Maarten (Dutch part),SXM,1981,11.925373
Sint Maarten (Dutch part),SXM,1982,11.976445
Sint Maarten (Dutch part),SXM,1983,12.027957
Sint Maarten (Dutch part),SXM,1984,12.103896
Sint Maarten (Dutch part),SXM,1985,12.156522
Sint Maarten (Dutch part),SXM,1986,12.209607
Sint Maarten (Dutch part),SXM,1987,12.287912
Sint Maarten (Dutch part),SXM,1988,12.342163
Sint Maarten (Dutch part),SXM,1989,12.510067
Sint Maarten (Dutch part),SXM,1990,12.566292
Sint Maarten (Dutch part),SXM,1991,12.427617
Sint Maarten (Dutch part),SXM,1992,12.350332
Sint Maarten (Dutch part),SXM,1993,12.27373
Sint Maarten (Dutch part),SXM,1994,12.224669
Sint Maarten (Dutch part),SXM,1995,12.122539
Sint Maarten (Dutch part),SXM,1996,12.076419
Sint Maarten (Dutch part),SXM,1997,12.002174
Sint Maarten (Dutch part),SXM,1998,11.930736
Sint Maarten (Dutch part),SXM,1999,11.859914
Sint Maarten (Dutch part),SXM,2000,11.815054
Sint Maarten (Dutch part),SXM,2001,11.702991
Sint Maarten (Dutch part),SXM,2002,11.641791
Sint Maarten (Dutch part),SXM,2003,11.536017
Sint Maarten (Dutch part),SXM,2004,11.455696
Sint Maarten (Dutch part),SXM,2005,11.378151
Sint Maarten (Dutch part),SXM,2006,11.327044
Sint Maarten (Dutch part),SXM,2007,11.252609
Sint Maarten (Dutch part),SXM,2008,11.204166
Sint Maarten (Dutch part),SXM,2009,11.109731
Sint Maarten (Dutch part),SXM,2010,11.06405
Sint Maarten (Dutch part),SXM,2011,10.198077
Sint Maarten (Dutch part),SXM,2012,9.446043
Sint Maarten (Dutch part),SXM,2013,8.798646
Sint Maarten (Dutch part),SXM,2014,8.2137165
Sint Maarten (Dutch part),SXM,2015,7.7140694
Sint Maarten (Dutch part),SXM,2016,7.243902
Sint Maarten (Dutch part),SXM,2017,6.8385773
Sint Maarten (Dutch part),SXM,2018,6.462141
Sint Maarten (Dutch part),SXM,2019,6.12625
Sint Maarten (Dutch part),SXM,2020,5.887273
Sint Maarten (Dutch part),SXM,2021,5.887273
Sint Maarten (Dutch part),SXM,2022,5.887273
Sint Maarten (Dutch part),SXM,2023,5.887273
Slovakia,SVK,1980,1.2106625
Slovakia,SVK,1985,1.2106625
Slovakia,SVK,1988,1.2118074
Slovakia,SVK,1997,1.4170403
Slovakia,SVK,1998,1.5258918
Slovakia,SVK,1999,1.5873388
Slovakia,SVK,2000,1.6121851
Slovakia,SVK,2001,1.8614233
Slovakia,SVK,2002,1.7386018
Slovakia,SVK,2003,1.7061324
Slovakia,SVK,2004,2.0505319
Slovakia,SVK,2005,1.9657401
Slovakia,SVK,2006,1.9547483
Slovakia,SVK,2007,1.8972603
Slovakia,SVK,2008,1.8726356
Slovakia,SVK,2009,1.7982937
Slovakia,SVK,2010,2.0209656
Slovakia,SVK,2011,1.9063482
Slovakia,SVK,2012,1.8727273
Slovakia,SVK,2013,2.063291
Slovakia,SVK,2014,1.8
Slovakia,SVK,2015,1.9882352
Slovakia,SVK,2016,1.7672881
Slovakia,SVK,2017,1.6224852
Slovakia,SVK,2018,1.7254659
Slovakia,SVK,2022,1.4692082
Slovakia,SVK,2023,1.776675
Slovenia,SVN,1992,1.2722852
Slovenia,SVN,1993,1.6450217
Slovenia,SVN,1994,1.5130738
Slovenia,SVN,1995,1.7667509
Slovenia,SVN,1996,1.8401797
Slovenia,SVN,1997,1.8229696
Slovenia,SVN,1998,1.835019
Slovenia,SVN,1999,1.9756579
Slovenia,SVN,2000,1.8872964
Slovenia,SVN,2001,1.8599222
Slovenia,SVN,2002,1.7975155
Slovenia,SVN,2003,2.0275908
Slovenia,SVN,2004,1.9230276
Slovenia,SVN,2005,1.9576823
Slovenia,SVN,2006,1.967953
Slovenia,SVN,2007,1.9252396
Slovenia,SVN,2008,1.87625
Slovenia,SVN,2009,1.852387
Slovenia,SVN,2010,1.9073359
Slovenia,SVN,2011,1.8528663
Slovenia,SVN,2012,1.9684987
Slovenia,SVN,2013,1.955154
Slovenia,SVN,2014,1.9399477
Slovenia,SVN,2015,1.8616678
Slovenia,SVN,2016,1.8322824
Slovenia,SVN,2017,1.745051
Slovenia,SVN,2018,1.7192671
Slovenia,SVN,2022,1.7537268
Slovenia,SVN,2023,1.7565632
Solomon Islands,SLB,1980,2.6246269
Solomon Islands,SLB,1981,2.6372476
Solomon Islands,SLB,1982,2.649925
Solomon Islands,SLB,1983,2.663411
Solomon Islands,SLB,1984,2.6741912
Solomon Islands,SLB,1985,2.6898112
Solomon Islands,SLB,1986,2.7034795
Solomon Islands,SLB,1987,2.71721
Solomon Islands,SLB,1988,2.731763
Solomon Islands,SLB,1989,2.7477133
Solomon Islands,SLB,1990,2.762414
Solomon Islands,SLB,1991,2.7839694
Solomon Islands,SLB,1992,2.8097785
Solomon Islands,SLB,1993,2.829771
Solomon Islands,SLB,1994,2.851145
Solomon Islands,SLB,1995,2.872519
Solomon Islands,SLB,1996,2.89016
Solomon Islands,SLB,1997,2.9099925
Solomon Islands,SLB,1998,2.929062
Solomon Islands,SLB,1999,2.945122
Solomon Islands,SLB,2000,2.9634147
Solomon Islands,SLB,2001,3.0989869
Solomon Islands,SLB,2002,3.238437
Solomon Islands,SLB,2003,3.3836734
Solomon Islands,SLB,2004,3.5313284
Solomon Islands,SLB,2005,3.678053
Solomon Islands,SLB,2006,3.8296943
Solomon Islands,SLB,2007,3.9874887
Solomon Islands,SLB,2008,4.146252
Solomon Islands,SLB,2009,4.3115063
Solomon Islands,SLB,2010,4.479426
Solomon Islands,SLB,2011,4.5289016
Solomon Islands,SLB,2012,4.5726743
Solomon Islands,SLB,2013,4.616959
Solomon Islands,SLB,2014,4.6607842
Solomon Islands,SLB,2015,4.694882
Solomon Islands,SLB,2016,4.733927
Solomon Islands,SLB,2017,4.771372
Solomon Islands,SLB,2018,4.815
Solomon Islands,SLB,2019,4.8473897
Solomon Islands,SLB,2020,4.8849645
Solomon Islands,SLB,2021,4.8849645
Solomon Islands,SLB,2022,4.8849645
Solomon Islands,SLB,2023,4.8849645
Somalia,SOM,2017,4.8632736
Somalia,SOM,2022,4.782266
Somalia,SOM,2023,4.785996
South & South-East Asia (WID),,1820,4.549094
South & South-East Asia (WID),,1850,4.8987217
South & South-East Asia (WID),,1880,5.8186812
South & South-East Asia (WID),,1900,5.691224
South & South-East Asia (WID),,1910,4.415058
South & South-East Asia (WID),,1920,6.016374
South & South-East Asia (WID),,1930,4.9163265
South & South-East Asia (WID),,1940,5.525586
South & South-East Asia (WID),,1950,3.4622808
South & South-East Asia (WID),,1960,3.8452382
South & South-East Asia (WID),,1970,4.023766
South & South-East Asia (WID),,1980,3.8353345
South & South-East Asia (WID),,1981,3.7846153
South & South-East Asia (WID),,1982,3.7548935
South & South-East Asia (WID),,1983,4.1305904
South & South-East Asia (WID),,1984,3.9450262
South & South-East Asia (WID),,1985,4
South & South-East Asia (WID),,1986,4.0922804
South & South-East Asia (WID),,1987,4.1117067
South & South-East Asia (WID),,1988,4.2030826
South & South-East Asia (WID),,1989,4.2939563
South & South-East Asia (WID),,1990,4.2083335
South & South-East Asia (WID),,1991,4.358264
South & South-East Asia (WID),,1992,4.568868
South & South-East Asia (WID),,1993,4.7423077
South & South-East Asia (WID),,1994,4.9614625
South & South-East Asia (WID),,1995,5.1779575
South & South-East Asia (WID),,1996,5.0667996
South & South-East Asia (WID),,1997,4.9160156
South & South-East Asia (WID),,1998,4.455382
South & South-East Asia (WID),,1999,4.494009
South & South-East Asia (WID),,2000,4.5115633
South & South-East Asia (WID),,2001,4.6679244
South & South-East Asia (WID),,2002,4.83237
South & South-East Asia (WID),,2003,4.859768
South & South-East Asia (WID),,2004,4.9941177
South & South-East Asia (WID),,2005,5.047384
South & South-East Asia (WID),,2006,5.062008
South & South-East Asia (WID),,2007,5.1663346
South & South-East Asia (WID),,2008,5.4358974
South & South-East Asia (WID),,2009,5.504644
South & South-East Asia (WID),,2010,5.6467505
South & South-East Asia (WID),,2011,5.922414
South & South-East Asia (WID),,2012,5.879015
South & South-East Asia (WID),,2013,5.8794403
South & South-East Asia (WID),,2014,5.9782844
South & South-East Asia (WID),,2015,6.0620914
South & South-East Asia (WID),,2016,6.0294437
South & South-East Asia (WID),,2017,5.953463
South & South-East Asia (WID),,2018,6.0788608
South & South-East Asia (WID),,2019,5.932548
South & South-East Asia (WID),,2020,5.756785
South & South-East Asia (WID),,2021,5.743243
South & South-East Asia (WID),,2022,6.1655774
South & South-East Asia (WID),,2023,5.9437366
South Africa,ZAF,1981,3.9364808
South Africa,ZAF,1982,3.9364808
South Africa,ZAF,1983,3.9364808
South Africa,ZAF,1984,3.9364808
South Africa,ZAF,1985,3.9364808
South Africa,ZAF,1986,3.9364808
South Africa,ZAF,1987,3.9364808
South Africa,ZAF,1988,3.9364808
South Africa,ZAF,1989,3.9364808
South Africa,ZAF,1990,3.9364808
South Africa,ZAF,1991,4.4729476
South Africa,ZAF,1992,4.361468
South Africa,ZAF,1993,3.7406483
South Africa,ZAF,1994,4.0104437
South Africa,ZAF,1995,4.31839
South Africa,ZAF,1996,4.6467757
South Africa,ZAF,1997,5.0264497
South Africa,ZAF,1998,5.4348764
South Africa,ZAF,1999,5.902746
South Africa,ZAF,2000,6.480392
South Africa,ZAF,2001,6.496377
South Africa,ZAF,2002,6.5669856
South Africa,ZAF,2003,6.668252
South Africa,ZAF,2004,6.3026905
South Africa,ZAF,2005,6.6182857
South Africa,ZAF,2006,7.493029
South Africa,ZAF,2007,9.286364
South Africa,ZAF,2008,8.263967
South Africa,ZAF,2009,7.8986487
South Africa,ZAF,2010,9.631746
South Africa,ZAF,2011,10.790576
South Africa,ZAF,2014,15.953431
South Africa,ZAF,2022,15.95098
South Africa,ZAF,2023,15.95098
South Africa region (WID),,1980,4.723092
South Africa region (WID),,1981,4.7060547
South Africa region (WID),,1982,4.623915
South Africa region (WID),,1983,4.623314
South Africa region (WID),,1984,4.6316295
South Africa region (WID),,1985,4.6071086
South Africa region (WID),,1986,4.591954
South Africa region (WID),,1987,4.578394
South Africa region (WID),,1988,4.5881224
South Africa region (WID),,1989,4.5915627
South Africa region (WID),,1990,4.7237353
South Africa region (WID),,1991,5.3322783
South Africa region (WID),,1992,5.308176
South Africa region (WID),,1993,4.630019
South Africa region (WID),,1994,4.8649454
South Africa region (WID),,1995,5.1427093
South Africa region (WID),,1996,5.57361
South Africa region (WID),,1997,5.9347825
South Africa region (WID),,1998,6.5
South Africa region (WID),,1999,6.777497
South Africa region (WID),,2000,7.4545455
South Africa region (WID),,2001,7.485255
South Africa region (WID),,2002,7.55984
South Africa region (WID),,2003,7.647292
South Africa region (WID),,2004,7.2969923
South Africa region (WID),,2005,7.477932
South Africa region (WID),,2006,8.246914
South Africa region (WID),,2007,9.96463
South Africa region (WID),,2008,8.921248
South Africa region (WID),,2009,8.58237
South Africa region (WID),,2010,10.250836
South Africa region (WID),,2011,11.367942
South Africa region (WID),,2012,15.526191
South Africa region (WID),,2013,15.82767
South Africa region (WID),,2014,16.012285
South Africa region (WID),,2015,15.899755
South Africa region (WID),,2016,15.776699
South Africa region (WID),,2017,15.805353
South Africa region (WID),,2018,15.911981
South Africa region (WID),,2019,15.83455
South Africa region (WID),,2020,15.841849
South Africa region (WID),,2021,15.914426
South Africa region (WID),,2022,15.91687
South Africa region (WID),,2023,15.82725
South Asia (WID),,1980,3.1827068
South Asia (WID),,1981,3.0367918
South Asia (WID),,1982,3.0488167
South Asia (WID),,1983,3.6915584
South Asia (WID),,1984,3.3325598
South Asia (WID),,1985,3.4681354
South Asia (WID),,1986,3.3369398
South Asia (WID),,1987,3.2864823
South Asia (WID),,1988,3.1623867
South Asia (WID),,1989,3.1794095
South Asia (WID),,1990,3.011111
South Asia (WID),,1991,3.111862
South Asia (WID),,1992,3.2364192
South Asia (WID),,1993,3.3307574
South Asia (WID),,1994,3.444706
South Asia (WID),,1995,3.6295109
South Asia (WID),,1996,3.4362783
South Asia (WID),,1997,3.4507813
South Asia (WID),,1998,3.5106382
South Asia (WID),,1999,3.6634538
South Asia (WID),,2000,3.6838295
South Asia (WID),,2001,3.7632222
South Asia (WID),,2002,3.9170125
South Asia (WID),,2003,4.0900593
South Asia (WID),,2004,4.1214714
South Asia (WID),,2005,4.2914486
South Asia (WID),,2006,4.384683
South Asia (WID),,2007,4.6237535
South Asia (WID),,2008,4.7305226
South Asia (WID),,2009,4.7444854
South Asia (WID),,2010,4.9792256
South Asia (WID),,2011,5.1959457
South Asia (WID),,2012,5.134228
South Asia (WID),,2013,5.1805954
South Asia (WID),,2014,5.293774
South Asia (WID),,2015,5.174452
South Asia (WID),,2016,5.4530334
South Asia (WID),,2017,5.550495
South Asia (WID),,2018,5.4349513
South Asia (WID),,2019,5.157009
South Asia (WID),,2020,4.9864006
South Asia (WID),,2021,4.9773755
South Asia (WID),,2022,5.4362416
South Asia (WID),,2023,5.2322097
South Korea,KOR,1980,1.8534031
South Korea,KOR,1981,1.8534031
South Korea,KOR,1982,1.8534031
South Korea,KOR,1983,2.0303617
South Korea,KOR,1984,2.0261815
South Korea,KOR,1985,1.9420199
South Korea,KOR,1986,1.8814906
South Korea,KOR,1987,1.9125152
South Korea,KOR,1988,1.8332344
South Korea,KOR,1989,1.5524297
South Korea,KOR,1990,1.5545454
South Korea,KOR,1991,1.5546135
South Korea,KOR,1992,1.4497992
South Korea,KOR,1993,1.3839285
South Korea,KOR,1994,1.5211267
South Korea,KOR,1995,1.513098
South Korea,KOR,1996,1.5002859
South Korea,KOR,1997,1.5417647
South Korea,KOR,1998,1.6335554
South Korea,KOR,1999,1.7087741
South Korea,KOR,2000,1.6081469
South Korea,KOR,2001,1.9734219
South Korea,KOR,2002,2.0687075
South Korea,KOR,2003,2.2016807
South Korea,KOR,2004,2.3756344
South Korea,KOR,2005,2.7390637
South Korea,KOR,2006,2.6533535
South Korea,KOR,2007,3.1136363
South Korea,KOR,2008,3.0371268
South Korea,KOR,2009,3.474037
South Korea,KOR,2010,3.3319771
South Korea,KOR,2011,3.136867
South Korea,KOR,2012,2.9739263
South Korea,KOR,2013,2.685544
South Korea,KOR,2014,2.9164112
South Korea,KOR,2015,2.946923
South Korea,KOR,2016,3.111723
South Korea,KOR,2022,3.3020408
South Korea,KOR,2023,2.8376923
South Sudan,SSD,2009,7.162625
South Sudan,SSD,2016,6.221261
South Sudan,SSD,2022,6.023114
South Sudan,SSD,2023,6.023114
South-East Asia (WID),,1980,7.697977
South-East Asia (WID),,1981,7.624103
South-East Asia (WID),,1982,7.523338
South-East Asia (WID),,1983,7.4187675
South-East Asia (WID),,1984,7.2688613
South-East Asia (WID),,1985,7.251029
South-East Asia (WID),,1986,7.631876
South-East Asia (WID),,1987,7.882438
South-East Asia (WID),,1988,8.040119
South-East Asia (WID),,1989,8.43951
South-East Asia (WID),,1990,8.574766
South-East Asia (WID),,1991,8.682889
South-East Asia (WID),,1992,9.28201
South-East Asia (WID),,1993,8.955485
South-East Asia (WID),,1994,8.9919615
South-East Asia (WID),,1995,9.272578
South-East Asia (WID),,1996,9.581512
South-East Asia (WID),,1997,8.727132
South-East Asia (WID),,1998,7.3012214
South-East Asia (WID),,1999,7.239625
South-East Asia (WID),,2000,7.287263
South-East Asia (WID),,2001,7.6288514
South-East Asia (WID),,2002,7.4709144
South-East Asia (WID),,2003,7.2814612
South-East Asia (WID),,2004,7.6638775
South-East Asia (WID),,2005,7.5061727
South-East Asia (WID),,2006,7.216645
South-East Asia (WID),,2007,7.070588
South-East Asia (WID),,2008,7.8002815
South-East Asia (WID),,2009,7.662937
South-East Asia (WID),,2010,7.070866
South-East Asia (WID),,2011,7.096986
South-East Asia (WID),,2012,6.7992425
South-East Asia (WID),,2013,6.3535843
South-East Asia (WID),,2014,6.3422008
South-East Asia (WID),,2015,6.907243
South-East Asia (WID),,2016,6.0058756
South-East Asia (WID),,2017,5.9670978
South-East Asia (WID),,2018,6.632732
South-East Asia (WID),,2019,6.5632186
South-East Asia (WID),,2020,6.761039
South-East Asia (WID),,2021,6.5265822
South-East Asia (WID),,2022,6.622449
South-East Asia (WID),,2023,6.4314466
Spain,ESP,1981,2.5941703
Spain,ESP,1982,2.5822222
Spain,ESP,1983,2.5670104
Spain,ESP,1984,2.583026
Spain,ESP,1985,2.6239762
Spain,ESP,1986,2.8027735
Spain,ESP,1987,2.8329449
Spain,ESP,1988,2.8968503
Spain,ESP,1989,2.996795
Spain,ESP,1990,2.957327
Spain,ESP,1991,2.858954
Spain,ESP,1992,2.7650273
Spain,ESP,1993,2.673062
Spain,ESP,1994,2.7796078
Spain,ESP,1995,2.8091483
Spain,ESP,1996,2.7678432
Spain,ESP,1997,2.6291792
Spain,ESP,1998,2.5971277
Spain,ESP,1999,2.6311786
Spain,ESP,2000,2.5685394
Spain,ESP,2001,2.490037
Spain,ESP,2002,2.542474
Spain,ESP,2003,2.5536513
Spain,ESP,2004,2.353352
Spain,ESP,2005,2.284153
Spain,ESP,2006,2.4556422
Spain,ESP,2007,2.5842028
Spain,ESP,2008,2.4064245
Spain,ESP,2009,2.5190678
Spain,ESP,2010,2.3235295
Spain,ESP,2011,2.3275862
Spain,ESP,2012,2.3333333
Spain,ESP,2013,2.4615386
Spain,ESP,2014,2.5125628
Spain,ESP,2015,2.5285816
Spain,ESP,2016,2.4814816
Spain,ESP,2017,2.3848238
Spain,ESP,2022,2.1818771
Spain,ESP,2023,2.1845856
Sri Lanka,LKA,1985,3.4279969
Sri Lanka,LKA,1990,3.6842532
Sri Lanka,LKA,1995,3.8693035
Sri Lanka,LKA,2002,5.303704
Sri Lanka,LKA,2006,5.3522015
Sri Lanka,LKA,2009,4.0290236
Sri Lanka,LKA,2012,4.7463975
Sri Lanka,LKA,2016,4.539535
Sri Lanka,LKA,2022,4.4621773
Sri Lanka,LKA,2023,4.637218
Sub-Saharan Africa (WID),,1820,7.3107934
Sub-Saharan Africa (WID),,1850,7.684492
Sub-Saharan Africa (WID),,1880,8.48927
Sub-Saharan Africa (WID),,1900,8.898975
Sub-Saharan Africa (WID),,1910,10.31401
Sub-Saharan Africa (WID),,1920,10.122611
Sub-Saharan Africa (WID),,1930,10.00635
Sub-Saharan Africa (WID),,1940,9.453005
Sub-Saharan Africa (WID),,1950,9.507764
Sub-Saharan Africa (WID),,1960,8.732644
Sub-Saharan Africa (WID),,1970,9.033384
Sub-Saharan Africa (WID),,1980,14.350491
Sub-Saharan Africa (WID),,1981,14.367647
Sub-Saharan Africa (WID),,1982,14.213075
Sub-Saharan Africa (WID),,1983,13.622377
Sub-Saharan Africa (WID),,1984,13.637209
Sub-Saharan Africa (WID),,1985,13.872642
Sub-Saharan Africa (WID),,1986,13.185941
Sub-Saharan Africa (WID),,1987,12.723684
Sub-Saharan Africa (WID),,1988,13.153846
Sub-Saharan Africa (WID),,1989,12.962138
Sub-Saharan Africa (WID),,1990,12.705495
Sub-Saharan Africa (WID),,1991,12.830397
Sub-Saharan Africa (WID),,1992,12.957684
Sub-Saharan Africa (WID),,1993,12.359743
Sub-Saharan Africa (WID),,1994,12.797357
Sub-Saharan Africa (WID),,1995,12.763676
Sub-Saharan Africa (WID),,1996,12.14375
Sub-Saharan Africa (WID),,1997,11.857723
Sub-Saharan Africa (WID),,1998,11.289884
Sub-Saharan Africa (WID),,1999,10.804469
Sub-Saharan Africa (WID),,2000,10.836126
Sub-Saharan Africa (WID),,2001,10.854749
Sub-Saharan Africa (WID),,2002,11.075758
Sub-Saharan Africa (WID),,2003,10.863806
Sub-Saharan Africa (WID),,2004,10.784786
Sub-Saharan Africa (WID),,2005,10.636697
Sub-Saharan Africa (WID),,2006,10.544465
Sub-Saharan Africa (WID),,2007,10.317376
Sub-Saharan Africa (WID),,2008,10.194691
Sub-Saharan Africa (WID),,2009,9.935315
Sub-Saharan Africa (WID),,2010,10.033451
Sub-Saharan Africa (WID),,2011,9.982487
Sub-Saharan Africa (WID),,2012,10.026224
Sub-Saharan Africa (WID),,2013,10.06162
Sub-Saharan Africa (WID),,2014,9.923345
Sub-Saharan Africa (WID),,2015,9.666096
Sub-Saharan Africa (WID),,2016,9.468802
Sub-Saharan Africa (WID),,2017,9.251656
Sub-Saharan Africa (WID),,2018,9.029268
Sub-Saharan Africa (WID),,2019,8.849117
Sub-Saharan Africa (WID),,2020,8.591483
Sub-Saharan Africa (WID),,2021,8.685624
Sub-Saharan Africa (WID),,2022,8.671925
Sub-Saharan Africa (WID),,2023,8.662974
Sudan,SDN,2009,3.8864667
Sudan,SDN,2014,3.8817947
Sudan,SDN,2022,3.783461
Sudan,SDN,2023,3.778346
Suriname,SUR,2022,8.932758
Suriname,SUR,2023,8.932758
Sweden,SWE,1940,1.9117157
Sweden,SWE,1950,1.6310419
Sweden,SWE,1960,1.609408
Sweden,SWE,1970,1.5477941
Sweden,SWE,1980,1.4191054
Sweden,SWE,1981,1.400548
Sweden,SWE,1982,1.4868934
Sweden,SWE,1983,1.5114461
Sweden,SWE,1984,1.4463277
Sweden,SWE,1985,1.590164
Sweden,SWE,1986,1.7273775
Sweden,SWE,1987,1.610419
Sweden,SWE,1988,1.4694617
Sweden,SWE,1989,1.5857788
Sweden,SWE,1990,1.3021042
Sweden,SWE,1991,1.3413022
Sweden,SWE,1992,1.5139664
Sweden,SWE,1993,1.6110793
Sweden,SWE,1994,1.800235
Sweden,SWE,1995,1.8451118
Sweden,SWE,1996,1.5822785
Sweden,SWE,1997,1.6923077
Sweden,SWE,1998,1.7296114
Sweden,SWE,1999,1.7323009
Sweden,SWE,2000,1.577341
Sweden,SWE,2001,1.5002563
Sweden,SWE,2002,1.5752856
Sweden,SWE,2003,1.6288605
Sweden,SWE,2004,1.9043943
Sweden,SWE,2005,1.8106742
Sweden,SWE,2006,1.8746502
Sweden,SWE,2007,1.9765258
Sweden,SWE,2008,1.8588921
Sweden,SWE,2009,1.7880403
Sweden,SWE,2010,2.1438084
Sweden,SWE,2011,2.037013
Sweden,SWE,2012,1.6681665
Sweden,SWE,2013,1.6985674
Sweden,SWE,2014,1.7028275
Sweden,SWE,2015,1.7963614
Sweden,SWE,2016,1.6460227
Sweden,SWE,2017,1.6786735
Sweden,SWE,2022,2.1033356
Sweden,SWE,2023,1.8143535
Switzerland,CHE,1980,1.9013563
Switzerland,CHE,1981,1.9775
Switzerland,CHE,1982,1.9540373
Switzerland,CHE,1983,1.9385475
Switzerland,CHE,1984,1.9514624
Switzerland,CHE,1985,1.7744147
Switzerland,CHE,1986,2.0398734
Switzerland,CHE,1987,2.0195706
Switzerland,CHE,1988,1.9310559
Switzerland,CHE,1989,1.9586984
Switzerland,CHE,1990,1.904644
Switzerland,CHE,1991,1.8615196
Switzerland,CHE,1992,1.7766343
Switzerland,CHE,1993,1.7921999
Switzerland,CHE,1994,1.7678894
Switzerland,CHE,1995,1.5910821
Switzerland,CHE,1996,1.7148482
Switzerland,CHE,1997,1.953242
Switzerland,CHE,1998,1.9974874
Switzerland,CHE,1999,1.9558733
Switzerland,CHE,2000,1.9968672
Switzerland,CHE,2001,1.6827085
Switzerland,CHE,2002,1.8149053
Switzerland,CHE,2003,2.065899
Switzerland,CHE,2004,2.057508
Switzerland,CHE,2005,2.189757
Switzerland,CHE,2006,1.9800937
Switzerland,CHE,2007,1.8095509
Switzerland,CHE,2008,1.9426229
Switzerland,CHE,2009,1.6940715
Switzerland,CHE,2010,1.8578035
Switzerland,CHE,2011,1.8768075
Switzerland,CHE,2012,1.78502
Switzerland,CHE,2013,1.8282244
Switzerland,CHE,2014,2.0412107
Switzerland,CHE,2015,1.7898089
Switzerland,CHE,2016,2.0245318
Switzerland,CHE,2017,2.027742
Switzerland,CHE,2022,1.9014438
Switzerland,CHE,2023,1.8971142
Syria,SYR,1996,6.056229
Syria,SYR,2003,6.794964
Syria,SYR,2004,7.802419
Syria,SYR,2022,7.4224253
Syria,SYR,2023,6.88015
Taiwan,TWN,1980,3.439819
Taiwan,TWN,1981,3.439819
Taiwan,TWN,1982,3.407685
Taiwan,TWN,1983,3.2769089
Taiwan,TWN,1984,3.349953
Taiwan,TWN,1985,3.5846457
Taiwan,TWN,1986,3.5208535
Taiwan,TWN,1987,3.5925562
Taiwan,TWN,1988,3.3726592
Taiwan,TWN,1989,3.562136
Taiwan,TWN,1990,3.6969092
Taiwan,TWN,1991,3.7872984
Taiwan,TWN,1992,3.7382147
Taiwan,TWN,1993,3.8108108
Taiwan,TWN,1994,4.0625
Taiwan,TWN,1995,4.453437
Taiwan,TWN,1996,4.3791146
Taiwan,TWN,1997,4.6651053
Taiwan,TWN,1998,4.8554215
Taiwan,TWN,1999,5.1183724
Taiwan,TWN,2000,5.364917
Taiwan,TWN,2001,6.718289
Taiwan,TWN,2002,6.9608436
Taiwan,TWN,2003,8.086179
Taiwan,TWN,2004,10.294118
Taiwan,TWN,2005,8.139262
Taiwan,TWN,2006,7.984746
Taiwan,TWN,2007,8.85205
Taiwan,TWN,2008,7.8831387
Taiwan,TWN,2009,7.3296876
Taiwan,TWN,2010,8.168897
Taiwan,TWN,2011,8.200334
Taiwan,TWN,2012,8.049839
Taiwan,TWN,2013,7.1064467
Taiwan,TWN,2014,8.913997
Taiwan,TWN,2015,7.2699847
Taiwan,TWN,2016,7.767913
Taiwan,TWN,2017,7.271533
Taiwan,TWN,2022,7.2155423
Taiwan,TWN,2023,7.30531
Tajikistan,TJK,1999,2.7167757
Tajikistan,TJK,2003,3.4771574
Tajikistan,TJK,2004,3.459482
Tajikistan,TJK,2007,3.2655501
Tajikistan,TJK,2009,3.2581434
Tajikistan,TJK,2015,3.186953
